id,device_id,sensor_type,value,timestamp
1425,1,umidade,41,2025-11-11 09:40:50.819601 +00:00
1426,1,gas,1103,2025-11-11 09:41:39.491043 +00:00
1427,1,temperatura,31.6,2025-11-11 09:41:49.074166 +00:00
1428,1,umidade,41,2025-11-11 09:41:50.903324 +00:00
1429,1,gas,1104,2025-11-11 09:42:39.456889 +00:00
1430,1,temperatura,31.6,2025-11-11 09:42:49.095712 +00:00
1431,1,umidade,41,2025-11-11 09:42:50.866993 +00:00
1432,1,gas,1097,2025-11-11 09:43:39.508284 +00:00
1433,1,temperatura,31.6,2025-11-11 09:43:49.088886 +00:00
1434,1,umidade,41,2025-11-11 09:43:50.864832 +00:00
1435,1,gas,1102,2025-11-11 09:44:39.719251 +00:00
1436,1,temperatura,31.6,2025-11-11 09:44:49.239343 +00:00
1437,1,umidade,41,2025-11-11 09:44:50.946290 +00:00
1438,1,gas,1104,2025-11-11 09:45:39.520177 +00:00
1439,1,temperatura,31.5,2025-11-11 09:45:49.206289 +00:00
1440,1,umidade,41,2025-11-11 09:45:51.088954 +00:00
1441,1,gas,1104,2025-11-11 09:46:39.533057 +00:00
1556,1,temperatura,32.1,2025-11-11 10:26:50.736846 +00:00
1557,1,umidade,41,2025-11-11 10:26:52.825434 +00:00
1558,1,gas,1104,2025-11-11 10:27:39.993623 +00:00
1559,1,temperatura,32.1,2025-11-11 10:27:51.182137 +00:00
1560,1,umidade,41,2025-11-11 10:27:53.275169 +00:00
1561,1,gas,1091,2025-11-11 10:28:39.599892 +00:00
1562,1,temperatura,32.1,2025-11-11 10:28:50.949586 +00:00
1563,1,umidade,41,2025-11-11 10:28:52.769237 +00:00
1564,1,gas,1093,2025-11-11 10:29:39.819470 +00:00
1565,1,temperatura,32.1,2025-11-11 10:29:50.884498 +00:00
1566,1,umidade,41,2025-11-11 10:29:53.095387 +00:00
1567,1,gas,1090,2025-11-11 10:30:39.691771 +00:00
1568,1,temperatura,32.1,2025-11-11 10:30:50.611618 +00:00
1569,1,umidade,41,2025-11-11 10:30:52.379283 +00:00
1570,1,gas,1094,2025-11-11 10:31:39.595211 +00:00
1571,1,temperatura,32.1,2025-11-11 10:31:50.600327 +00:00
1572,1,umidade,41,2025-11-11 10:31:52.715281 +00:00
1573,1,gas,1101,2025-11-11 10:32:40.736405 +00:00
971,1,umidade,146,2025-11-11 06:02:44.566507 +00:00
972,1,gas,1091,2025-11-11 06:03:39.090026 +00:00
975,1,umidade,146,2025-11-11 06:04:44.617999 +00:00
976,1,gas,1088,2025-11-11 06:05:38.751737 +00:00
979,1,umidade,146,2025-11-11 06:06:44.606009 +00:00
980,1,gas,1088,2025-11-11 06:07:38.765695 +00:00
983,1,umidade,146,2025-11-11 06:08:44.726181 +00:00
984,1,gas,1088,2025-11-11 06:09:38.826908 +00:00
987,1,umidade,146,2025-11-11 06:10:44.845941 +00:00
988,1,gas,1088,2025-11-11 06:11:38.841497 +00:00
991,1,umidade,146,2025-11-11 06:12:44.823190 +00:00
992,1,gas,1088,2025-11-11 06:13:38.769306 +00:00
995,1,umidade,146,2025-11-11 06:14:44.972422 +00:00
996,1,gas,1098,2025-11-11 06:15:38.762792 +00:00
997,1,gas,1086,2025-11-11 06:16:38.829499 +00:00
998,1,gas,1086,2025-11-11 06:17:38.777882 +00:00
999,1,gas,1083,2025-11-11 06:18:38.841285 +00:00
1000,1,gas,1086,2025-11-11 06:19:38.848040 +00:00
1001,1,gas,1078,2025-11-11 06:20:38.786629 +00:00
1002,1,gas,1082,2025-11-11 06:21:38.783847 +00:00
1003,1,gas,1087,2025-11-11 06:22:38.787752 +00:00
1004,1,gas,1088,2025-11-11 06:23:38.795583 +00:00
1005,1,gas,1086,2025-11-11 06:24:38.929793 +00:00
1006,1,gas,1087,2025-11-11 06:25:38.791033 +00:00
1007,1,gas,1092,2025-11-11 06:26:38.796639 +00:00
1008,1,gas,1083,2025-11-11 06:27:38.802917 +00:00
1009,1,gas,1085,2025-11-11 06:28:38.811680 +00:00
1010,1,gas,1094,2025-11-11 06:29:38.815474 +00:00
1011,1,gas,1088,2025-11-11 06:30:38.820808 +00:00
1012,1,gas,1090,2025-11-11 06:31:38.828093 +00:00
1013,1,gas,1089,2025-11-11 06:32:38.835024 +00:00
1014,1,gas,1087,2025-11-11 06:33:38.842218 +00:00
1015,1,gas,1088,2025-11-11 06:34:38.861515 +00:00
1016,1,gas,1094,2025-11-11 06:35:38.826572 +00:00
1017,1,gas,1088,2025-11-11 06:36:38.831954 +00:00
1018,1,gas,1088,2025-11-11 06:37:38.837142 +00:00
1019,1,gas,1098,2025-11-11 06:38:38.878649 +00:00
1020,1,gas,1085,2025-11-11 06:39:38.833760 +00:00
1021,1,gas,1085,2025-11-11 06:40:38.834343 +00:00
1022,1,gas,1092,2025-11-11 06:41:38.841107 +00:00
1023,1,gas,1091,2025-11-11 06:42:38.909105 +00:00
1024,1,gas,1098,2025-11-11 06:43:38.922555 +00:00
1025,1,gas,1098,2025-11-11 06:44:38.841528 +00:00
1026,1,gas,1091,2025-11-11 06:45:38.927872 +00:00
1027,1,gas,1092,2025-11-11 06:46:38.935435 +00:00
1028,1,gas,1089,2025-11-11 06:47:38.860283 +00:00
1029,1,gas,1090,2025-11-11 06:48:38.949648 +00:00
1030,1,gas,1095,2025-11-11 06:49:38.866147 +00:00
1031,1,gas,1093,2025-11-11 06:50:38.961512 +00:00
1032,1,gas,1089,2025-11-11 06:51:38.865042 +00:00
1033,1,gas,1089,2025-11-11 06:52:38.874208 +00:00
1034,1,gas,1100,2025-11-11 06:53:38.953015 +00:00
1035,1,gas,1095,2025-11-11 06:54:38.955686 +00:00
1036,1,gas,1093,2025-11-11 06:55:38.892163 +00:00
1037,1,gas,1098,2025-11-11 06:56:38.904288 +00:00
1038,1,gas,1100,2025-11-11 06:57:38.875139 +00:00
1039,1,gas,1094,2025-11-11 06:58:38.928116 +00:00
1040,1,gas,1094,2025-11-11 06:59:38.923072 +00:00
1041,1,gas,1094,2025-11-11 07:00:39.031612 +00:00
1042,1,gas,1085,2025-11-11 07:01:38.935890 +00:00
1043,1,gas,1095,2025-11-11 07:02:38.943781 +00:00
1044,1,gas,1085,2025-11-11 07:03:38.985331 +00:00
1045,1,gas,1092,2025-11-11 07:04:38.917621 +00:00
1046,1,gas,1085,2025-11-11 07:05:38.900166 +00:00
1047,1,gas,1102,2025-11-11 07:06:38.913304 +00:00
1048,1,gas,1088,2025-11-11 07:07:38.990227 +00:00
1049,1,gas,1088,2025-11-11 07:08:38.929123 +00:00
1050,1,gas,1081,2025-11-11 07:09:38.926771 +00:00
1053,1,umidade,147,2025-11-11 07:10:46.536199 +00:00
1054,1,gas,1090,2025-11-11 07:11:38.941188 +00:00
1057,1,umidade,147,2025-11-11 07:12:46.472278 +00:00
1058,1,gas,1095,2025-11-11 07:13:39.024802 +00:00
1061,1,umidade,147,2025-11-11 07:14:46.476731 +00:00
1062,1,gas,1088,2025-11-11 07:15:38.947367 +00:00
1065,1,umidade,147,2025-11-11 07:16:46.684753 +00:00
1066,1,gas,1089,2025-11-11 07:17:38.953524 +00:00
1070,1,umidade,147,2025-11-11 07:19:46.615395 +00:00
1071,1,gas,1094,2025-11-11 07:20:39.089161 +00:00
1074,1,umidade,147,2025-11-11 07:21:46.882894 +00:00
1075,1,gas,1096,2025-11-11 07:22:39.100223 +00:00
1078,1,umidade,147,2025-11-11 07:23:47.015054 +00:00
1079,1,gas,1094,2025-11-11 07:24:39.158321 +00:00
1082,1,umidade,147,2025-11-11 07:25:47.015749 +00:00
1083,1,gas,1093,2025-11-11 07:26:39.171072 +00:00
1086,1,umidade,147,2025-11-11 07:27:46.964040 +00:00
1087,1,gas,1089,2025-11-11 07:28:39.140049 +00:00
1088,1,gas,1095,2025-11-11 07:29:39.043715 +00:00
1089,1,gas,1101,2025-11-11 07:30:39.097668 +00:00
1090,1,gas,1087,2025-11-11 07:31:39.065317 +00:00
1091,1,gas,1090,2025-11-11 07:32:39.112631 +00:00
1092,1,gas,1094,2025-11-11 07:33:39.049781 +00:00
1093,1,gas,1097,2025-11-11 07:34:39.087109 +00:00
1094,1,gas,1087,2025-11-11 07:35:39.024521 +00:00
1095,1,gas,1088,2025-11-11 07:36:39.104845 +00:00
1096,1,gas,1093,2025-11-11 07:37:39.045964 +00:00
1097,1,gas,1090,2025-11-11 07:38:39.155727 +00:00
1098,1,gas,1102,2025-11-11 07:39:39.163130 +00:00
1099,1,gas,1101,2025-11-11 07:40:39.272695 +00:00
1100,1,gas,1089,2025-11-11 07:41:39.113961 +00:00
1101,1,gas,1098,2025-11-11 07:42:39.185342 +00:00
1102,1,gas,1092,2025-11-11 07:43:39.193498 +00:00
1103,1,gas,1087,2025-11-11 07:44:39.260902 +00:00
1104,1,gas,1089,2025-11-11 07:45:39.202333 +00:00
1105,1,gas,1094,2025-11-11 07:46:39.207086 +00:00
1106,1,gas,1083,2025-11-11 07:47:39.071420 +00:00
1107,1,gas,1092,2025-11-11 07:48:39.221232 +00:00
1108,1,gas,1090,2025-11-11 07:49:39.080971 +00:00
1109,1,gas,1093,2025-11-11 07:50:39.192433 +00:00
1110,1,gas,1079,2025-11-11 07:51:39.156399 +00:00
1111,1,gas,1092,2025-11-11 07:52:39.244340 +00:00
1112,1,gas,1088,2025-11-11 07:53:39.105189 +00:00
1113,1,gas,1094,2025-11-11 07:54:39.113530 +00:00
1114,1,gas,1089,2025-11-11 07:55:39.121533 +00:00
1115,1,gas,1088,2025-11-11 07:56:39.167076 +00:00
1116,1,gas,1095,2025-11-11 07:57:39.175709 +00:00
1117,1,gas,1087,2025-11-11 07:58:39.179180 +00:00
1118,1,temperatura,31.6,2025-11-11 07:58:46.108730 +00:00
1119,1,umidade,39,2025-11-11 07:58:47.850841 +00:00
1120,1,gas,1087,2025-11-11 07:59:39.141922 +00:00
1121,1,temperatura,31.6,2025-11-11 07:59:46.212962 +00:00
1122,1,umidade,39,2025-11-11 07:59:47.957222 +00:00
1123,1,gas,1094,2025-11-11 08:00:39.157503 +00:00
1124,1,temperatura,31.6,2025-11-11 08:00:46.219525 +00:00
1125,1,umidade,39,2025-11-11 08:00:47.977529 +00:00
1126,1,gas,1079,2025-11-11 08:01:39.199423 +00:00
1127,1,temperatura,31.6,2025-11-11 08:01:46.225741 +00:00
1128,1,umidade,40,2025-11-11 08:01:47.978600 +00:00
1129,1,gas,1091,2025-11-11 08:02:39.207245 +00:00
1130,1,temperatura,31.6,2025-11-11 08:02:46.336361 +00:00
1131,1,umidade,40,2025-11-11 08:02:48.101246 +00:00
1132,1,gas,1087,2025-11-11 08:03:39.174037 +00:00
1133,1,temperatura,31.6,2025-11-11 08:03:46.434059 +00:00
1134,1,umidade,40,2025-11-11 08:03:48.224517 +00:00
1135,1,gas,1098,2025-11-11 08:04:39.220912 +00:00
1136,1,temperatura,31.6,2025-11-11 08:04:46.388476 +00:00
1137,1,umidade,40,2025-11-11 08:04:48.096360 +00:00
1138,1,gas,1092,2025-11-11 08:05:39.188810 +00:00
1139,1,temperatura,31.6,2025-11-11 08:05:46.319219 +00:00
1140,1,umidade,40,2025-11-11 08:05:48.113711 +00:00
1141,1,gas,1088,2025-11-11 08:06:39.235232 +00:00
1142,1,temperatura,31.6,2025-11-11 08:06:46.402838 +00:00
1143,1,umidade,40,2025-11-11 08:06:48.115301 +00:00
1144,1,gas,1091,2025-11-11 08:07:39.243021 +00:00
1145,1,temperatura,31.6,2025-11-11 08:07:46.510870 +00:00
1146,1,umidade,40,2025-11-11 08:07:48.224141 +00:00
1147,1,gas,1085,2025-11-11 08:08:39.247321 +00:00
1148,1,temperatura,31.6,2025-11-11 08:08:46.377915 +00:00
1149,1,umidade,40,2025-11-11 08:08:48.129996 +00:00
1150,1,gas,1088,2025-11-11 08:09:39.150972 +00:00
1151,1,temperatura,31.6,2025-11-11 08:09:46.525386 +00:00
1152,1,umidade,40,2025-11-11 08:09:48.243969 +00:00
1153,1,gas,1093,2025-11-11 08:10:39.161407 +00:00
1154,1,temperatura,31.6,2025-11-11 08:10:46.531713 +00:00
1155,1,umidade,40,2025-11-11 08:10:48.241788 +00:00
1156,1,gas,1088,2025-11-11 08:11:39.271601 +00:00
1157,1,temperatura,31.5,2025-11-11 08:11:46.502781 +00:00
1158,1,umidade,40,2025-11-11 08:11:48.263151 +00:00
1159,1,gas,1090,2025-11-11 08:12:39.235514 +00:00
1160,1,temperatura,31.5,2025-11-11 08:12:46.648300 +00:00
1161,1,umidade,40,2025-11-11 08:12:48.373990 +00:00
1162,1,gas,1085,2025-11-11 08:13:39.281924 +00:00
1163,1,temperatura,31.5,2025-11-11 08:13:46.515249 +00:00
1164,1,umidade,40,2025-11-11 08:13:48.229632 +00:00
1165,1,gas,1098,2025-11-11 08:14:39.247675 +00:00
1166,1,temperatura,31.5,2025-11-11 08:14:46.541968 +00:00
1167,1,umidade,40,2025-11-11 08:14:48.402715 +00:00
1168,1,gas,1088,2025-11-11 08:15:39.194614 +00:00
1169,1,temperatura,31.5,2025-11-11 08:15:46.668021 +00:00
1170,1,umidade,40,2025-11-11 08:15:48.382053 +00:00
1171,1,gas,1089,2025-11-11 08:16:39.304504 +00:00
1172,1,temperatura,31.5,2025-11-11 08:16:46.675930 +00:00
1173,1,umidade,40,2025-11-11 08:16:48.387202 +00:00
1174,1,gas,1087,2025-11-11 08:17:39.206518 +00:00
1175,1,temperatura,31.5,2025-11-11 08:17:46.807446 +00:00
1176,1,umidade,40,2025-11-11 08:17:48.511349 +00:00
1177,1,gas,1092,2025-11-11 08:18:39.316343 +00:00
1178,1,temperatura,31.6,2025-11-11 08:18:46.752277 +00:00
1179,1,umidade,40,2025-11-11 08:18:48.515674 +00:00
1180,1,gas,1090,2025-11-11 08:19:39.220630 +00:00
1181,1,temperatura,31.6,2025-11-11 08:19:46.759976 +00:00
1182,1,umidade,40,2025-11-11 08:19:48.517023 +00:00
1183,1,gas,1092,2025-11-11 08:20:39.187610 +00:00
1184,1,temperatura,31.6,2025-11-11 08:20:46.770163 +00:00
1185,1,umidade,40,2025-11-11 08:20:48.413471 +00:00
1186,1,gas,1095,2025-11-11 08:21:39.239340 +00:00
1187,1,temperatura,31.6,2025-11-11 08:21:46.873634 +00:00
1188,1,umidade,40,2025-11-11 08:21:48.487735 +00:00
1189,1,gas,1089,2025-11-11 08:22:39.136047 +00:00
1190,1,temperatura,31.6,2025-11-11 08:22:46.768995 +00:00
1191,1,umidade,40,2025-11-11 08:22:48.409137 +00:00
1192,1,gas,1088,2025-11-11 08:23:39.145529 +00:00
1193,1,temperatura,31.6,2025-11-11 08:23:46.827570 +00:00
1194,1,umidade,40,2025-11-11 08:23:48.519898 +00:00
1195,1,gas,1091,2025-11-11 08:24:39.215386 +00:00
1196,1,temperatura,31.6,2025-11-11 08:24:46.897233 +00:00
1197,1,umidade,40,2025-11-11 08:24:48.552994 +00:00
1198,1,gas,1088,2025-11-11 08:25:39.138424 +00:00
1199,1,temperatura,31.7,2025-11-11 08:25:46.831194 +00:00
1200,1,umidade,40,2025-11-11 08:25:48.493224 +00:00
1201,1,gas,1101,2025-11-11 08:26:39.229777 +00:00
1202,1,temperatura,31.7,2025-11-11 08:26:47.053993 +00:00
1203,1,umidade,40,2025-11-11 08:26:48.711110 +00:00
1204,1,gas,1097,2025-11-11 08:27:39.277933 +00:00
1205,1,temperatura,31.7,2025-11-11 08:27:46.912784 +00:00
1206,1,umidade,40,2025-11-11 08:27:48.620229 +00:00
1207,1,gas,1093,2025-11-11 08:28:39.245173 +00:00
1208,1,temperatura,31.7,2025-11-11 08:28:46.924957 +00:00
1209,1,umidade,40,2025-11-11 08:28:48.571837 +00:00
1210,1,gas,1094,2025-11-11 08:29:39.171311 +00:00
1211,1,temperatura,31.7,2025-11-11 08:29:47.043366 +00:00
1212,1,umidade,40,2025-11-11 08:29:48.689600 +00:00
1213,1,gas,1094,2025-11-11 08:30:39.298814 +00:00
1214,1,temperatura,31.7,2025-11-11 08:30:47.045665 +00:00
1215,1,umidade,40,2025-11-11 08:30:48.698332 +00:00
1216,1,gas,1091,2025-11-11 08:31:39.305249 +00:00
1217,1,temperatura,31.7,2025-11-11 08:31:47.048476 +00:00
1218,1,umidade,40,2025-11-11 08:31:48.807859 +00:00
1219,1,gas,1091,2025-11-11 08:32:39.312067 +00:00
1442,1,temperatura,31.6,2025-11-11 09:46:49.252031 +00:00
1443,1,umidade,41,2025-11-11 09:46:50.990382 +00:00
1444,1,gas,1099,2025-11-11 09:47:39.533649 +00:00
1445,1,temperatura,31.7,2025-11-11 09:47:49.217356 +00:00
1446,1,umidade,41,2025-11-11 09:47:50.977568 +00:00
1447,1,gas,1100,2025-11-11 09:48:40.758366 +00:00
1448,1,temperatura,31.7,2025-11-11 09:48:49.541589 +00:00
1449,1,umidade,41,2025-11-11 09:48:51.610679 +00:00
1450,1,gas,1104,2025-11-11 09:49:39.515179 +00:00
1451,1,temperatura,31.8,2025-11-11 09:49:49.375219 +00:00
1452,1,umidade,42,2025-11-11 09:49:51.095236 +00:00
1453,1,gas,1104,2025-11-11 09:50:39.705748 +00:00
1454,1,temperatura,31.7,2025-11-11 09:50:49.369488 +00:00
1455,1,umidade,41,2025-11-11 09:50:51.210295 +00:00
1456,1,gas,1101,2025-11-11 09:51:39.535648 +00:00
1457,1,temperatura,31.7,2025-11-11 09:51:49.455591 +00:00
1458,1,umidade,41,2025-11-11 09:51:51.147523 +00:00
1459,1,gas,1093,2025-11-11 09:52:39.542933 +00:00
1460,1,temperatura,31.7,2025-11-11 09:52:49.361009 +00:00
1461,1,umidade,41,2025-11-11 09:52:51.109486 +00:00
1462,1,gas,1102,2025-11-11 09:53:39.471777 +00:00
1463,1,temperatura,31.7,2025-11-11 09:53:49.371160 +00:00
1464,1,umidade,41,2025-11-11 09:53:51.246369 +00:00
1465,1,gas,1089,2025-11-11 09:54:39.579592 +00:00
1466,1,temperatura,31.8,2025-11-11 09:54:49.545189 +00:00
1467,1,umidade,41,2025-11-11 09:54:51.338758 +00:00
1468,1,gas,1091,2025-11-11 09:55:39.920164 +00:00
1469,1,temperatura,31.8,2025-11-11 09:55:50.244824 +00:00
1470,1,umidade,41,2025-11-11 09:55:53.141224 +00:00
1471,1,gas,1098,2025-11-11 09:56:41.000110 +00:00
1472,1,temperatura,31.8,2025-11-11 09:56:49.912224 +00:00
1473,1,umidade,42,2025-11-11 09:56:51.747127 +00:00
1474,1,gas,1099,2025-11-11 09:57:40.159256 +00:00
1475,1,temperatura,31.8,2025-11-11 09:57:50.133608 +00:00
1476,1,umidade,41,2025-11-11 09:57:52.356527 +00:00
1477,1,gas,1098,2025-11-11 09:58:39.614683 +00:00
1478,1,temperatura,31.8,2025-11-11 09:58:49.543638 +00:00
1479,1,umidade,41,2025-11-11 09:58:51.317092 +00:00
1480,1,gas,1103,2025-11-11 09:59:39.648759 +00:00
1481,1,temperatura,31.9,2025-11-11 09:59:50.242426 +00:00
1482,1,umidade,42,2025-11-11 09:59:52.491718 +00:00
1483,1,gas,1093,2025-11-11 10:00:40.602893 +00:00
1484,1,gas,1106,2025-11-11 10:01:39.506755 +00:00
1485,1,gas,1101,2025-11-11 10:02:40.268141 +00:00
1486,1,temperatura,32.1,2025-11-11 10:02:50.136262 +00:00
1487,1,umidade,42,2025-11-11 10:02:52.496398 +00:00
1488,1,gas,1098,2025-11-11 10:03:39.587855 +00:00
1574,1,temperatura,32.2,2025-11-11 10:32:56.088969 +00:00
1575,1,umidade,41,2025-11-11 10:32:59.475443 +00:00
1576,1,gas,1091,2025-11-11 10:33:41.050052 +00:00
1577,1,temperatura,32.1,2025-11-11 10:33:50.920824 +00:00
1578,1,umidade,41,2025-11-11 10:33:53.948491 +00:00
1579,1,gas,1089,2025-11-11 10:34:39.915739 +00:00
1580,1,temperatura,32.1,2025-11-11 10:34:51.307760 +00:00
1581,1,umidade,41,2025-11-11 10:34:53.594929 +00:00
1582,1,gas,1095,2025-11-11 10:35:41.062489 +00:00
1583,1,temperatura,32.2,2025-11-11 10:35:51.953001 +00:00
1584,1,umidade,41,2025-11-11 10:35:55.102367 +00:00
1585,1,gas,1097,2025-11-11 10:36:42.543576 +00:00
1586,1,temperatura,32.2,2025-11-11 10:36:53.318689 +00:00
1587,1,umidade,41,2025-11-11 10:36:57.261476 +00:00
1588,1,gas,1097,2025-11-11 10:37:40.481760 +00:00
1589,1,temperatura,32.2,2025-11-11 10:37:51.429242 +00:00
1590,1,umidade,41,2025-11-11 10:37:54.148141 +00:00
1591,1,gas,1099,2025-11-11 10:38:40.434882 +00:00
1592,1,gas,1106,2025-11-11 10:39:42.152789 +00:00
1593,1,gas,1103,2025-11-11 10:40:40.246913 +00:00
1594,1,gas,1104,2025-11-11 10:41:41.219970 +00:00
1595,1,temperatura,32.3,2025-11-11 10:41:52.185421 +00:00
1596,1,umidade,42,2025-11-11 10:41:55.042400 +00:00
1597,1,gas,1106,2025-11-11 10:42:41.377201 +00:00
1598,1,temperatura,32.3,2025-11-11 10:42:53.225389 +00:00
1599,1,umidade,41,2025-11-11 10:42:57.318905 +00:00
1600,1,gas,1108,2025-11-11 10:43:40.866675 +00:00
1601,1,temperatura,32.2,2025-11-11 10:43:53.234818 +00:00
1602,1,umidade,41,2025-11-11 10:44:04.309853 +00:00
1603,1,gas,1106,2025-11-11 10:44:41.690229 +00:00
1604,1,temperatura,32.2,2025-11-11 10:44:51.801430 +00:00
1605,1,umidade,41,2025-11-11 10:44:54.954619 +00:00
1606,1,gas,1101,2025-11-11 10:45:40.579047 +00:00
1607,1,temperatura,32.3,2025-11-11 10:45:51.733877 +00:00
1608,1,umidade,42,2025-11-11 10:45:54.570136 +00:00
1609,1,gas,1109,2025-11-11 10:46:44.384921 +00:00
1610,1,temperatura,32.3,2025-11-11 10:46:55.870992 +00:00
1611,1,umidade,41,2025-11-11 10:46:58.840209 +00:00
1612,1,gas,1100,2025-11-11 10:47:40.573833 +00:00
1613,1,temperatura,32.3,2025-11-11 10:47:52.576317 +00:00
1614,1,umidade,42,2025-11-11 10:47:55.316397 +00:00
1615,1,gas,1105,2025-11-11 10:48:40.855638 +00:00
1616,1,temperatura,32.3,2025-11-11 10:48:51.911867 +00:00
1617,1,umidade,41,2025-11-11 10:48:54.192008 +00:00
1618,1,gas,1104,2025-11-11 10:49:40.407365 +00:00
1619,1,temperatura,32.3,2025-11-11 10:49:51.659332 +00:00
1620,1,umidade,41,2025-11-11 10:49:54.647727 +00:00
1621,1,gas,1103,2025-11-11 10:50:40.208060 +00:00
1622,1,temperatura,32.3,2025-11-11 10:50:51.732906 +00:00
1623,1,umidade,41,2025-11-11 10:50:54.565636 +00:00
1624,1,gas,1113,2025-11-11 10:51:40.220857 +00:00
1625,1,temperatura,32.3,2025-11-11 10:51:51.643536 +00:00
1626,1,umidade,41,2025-11-11 10:51:54.124718 +00:00
1627,1,gas,1106,2025-11-11 10:52:40.381636 +00:00
1628,1,temperatura,32.3,2025-11-11 10:52:52.100945 +00:00
1629,1,umidade,41,2025-11-11 10:52:54.759628 +00:00
1630,1,gas,1105,2025-11-11 10:53:39.892778 +00:00
1631,1,temperatura,32.3,2025-11-11 10:53:51.396792 +00:00
1632,1,umidade,41,2025-11-11 10:53:53.315216 +00:00
1633,1,gas,1104,2025-11-11 10:54:39.697725 +00:00
1634,1,temperatura,32.3,2025-11-11 10:54:51.632932 +00:00
1635,1,umidade,42,2025-11-11 10:54:53.520887 +00:00
1636,1,gas,1116,2025-11-11 10:55:40.084007 +00:00
1637,1,temperatura,32.3,2025-11-11 10:55:52.002129 +00:00
1638,1,umidade,41,2025-11-11 10:55:54.303014 +00:00
1639,1,gas,1117,2025-11-11 10:56:40.377657 +00:00
1640,1,temperatura,32.3,2025-11-11 10:56:51.661897 +00:00
1641,1,umidade,41,2025-11-11 10:56:53.607613 +00:00
1642,1,gas,1109,2025-11-11 10:57:39.922547 +00:00
1643,1,temperatura,32.3,2025-11-11 10:57:51.727279 +00:00
1644,1,umidade,41,2025-11-11 10:57:53.697727 +00:00
1645,1,gas,1121,2025-11-11 10:58:39.959800 +00:00
1646,1,temperatura,32.3,2025-11-11 10:58:51.616693 +00:00
1647,1,umidade,41,2025-11-11 10:58:53.469729 +00:00
1648,1,gas,1105,2025-11-11 10:59:40.423579 +00:00
1649,1,temperatura,32.4,2025-11-11 10:59:51.701688 +00:00
1650,1,umidade,42,2025-11-11 10:59:54.021846 +00:00
1651,1,gas,1114,2025-11-11 11:00:39.997604 +00:00
1652,1,temperatura,32.3,2025-11-11 11:00:51.573236 +00:00
1653,1,umidade,41,2025-11-11 11:00:53.389324 +00:00
1654,1,gas,1111,2025-11-11 11:01:40.022432 +00:00
1655,1,temperatura,32.3,2025-11-11 11:01:51.957951 +00:00
1656,1,umidade,42,2025-11-11 11:01:54.241727 +00:00
1657,1,gas,1111,2025-11-11 11:02:40.165553 +00:00
1658,1,temperatura,32.3,2025-11-11 11:02:52.774276 +00:00
1659,1,umidade,41,2025-11-11 11:02:55.564293 +00:00
1660,1,gas,1111,2025-11-11 11:03:44.285758 +00:00
1661,1,temperatura,32.1,2025-11-11 11:03:56.822147 +00:00
1662,1,umidade,42,2025-11-11 11:03:59.730847 +00:00
1663,1,gas,1120,2025-11-11 11:04:40.115570 +00:00
1664,1,temperatura,31.9,2025-11-11 11:04:52.225354 +00:00
1665,1,umidade,41,2025-11-11 11:04:56.857225 +00:00
1666,1,gas,1113,2025-11-11 11:05:41.158675 +00:00
1667,1,temperatura,31.7,2025-11-11 11:05:51.723163 +00:00
1668,1,umidade,40,2025-11-11 11:05:53.766043 +00:00
1669,1,gas,1114,2025-11-11 11:06:40.588415 +00:00
1670,1,temperatura,31.5,2025-11-11 11:06:51.811266 +00:00
1671,1,umidade,39,2025-11-11 11:06:53.946254 +00:00
1672,1,gas,1111,2025-11-11 11:07:39.797022 +00:00
1673,1,temperatura,31.3,2025-11-11 11:07:52.025185 +00:00
1674,1,umidade,39,2025-11-11 11:07:54.081996 +00:00
1675,1,gas,1106,2025-11-11 11:08:40.671552 +00:00
1676,1,temperatura,31.1,2025-11-11 11:08:51.998316 +00:00
1677,1,umidade,38,2025-11-11 11:08:53.989637 +00:00
1678,1,gas,1110,2025-11-11 11:09:40.016093 +00:00
1679,1,temperatura,30.8,2025-11-11 11:09:52.108660 +00:00
1680,1,umidade,37,2025-11-11 11:09:54.304578 +00:00
1681,1,gas,1104,2025-11-11 11:10:39.871421 +00:00
1682,1,temperatura,30.6,2025-11-11 11:10:51.995637 +00:00
1683,1,umidade,36,2025-11-11 11:10:53.861457 +00:00
1684,1,gas,1104,2025-11-11 11:11:40.139657 +00:00
1685,1,temperatura,30.4,2025-11-11 11:11:52.050227 +00:00
1686,1,umidade,36,2025-11-11 11:11:54.043287 +00:00
1687,1,gas,1104,2025-11-11 11:12:40.147382 +00:00
1688,1,temperatura,30.1,2025-11-11 11:12:52.036715 +00:00
1689,1,umidade,35,2025-11-11 11:12:53.807119 +00:00
1690,1,gas,1104,2025-11-11 11:13:39.877448 +00:00
1691,1,temperatura,30,2025-11-11 11:13:51.927367 +00:00
1692,1,umidade,34,2025-11-11 11:13:53.857464 +00:00
1693,1,gas,1090,2025-11-11 11:14:39.835341 +00:00
1694,1,temperatura,29.8,2025-11-11 11:14:52.161292 +00:00
1695,1,umidade,34,2025-11-11 11:14:54.231946 +00:00
1696,1,gas,1091,2025-11-11 11:15:40.817980 +00:00
1697,1,temperatura,29.6,2025-11-11 11:15:52.184928 +00:00
1698,1,umidade,33,2025-11-11 11:15:54.099481 +00:00
1699,1,gas,1091,2025-11-11 11:16:39.980735 +00:00
1700,1,temperatura,29.4,2025-11-11 11:16:51.919040 +00:00
